name;short_name;streetAddress;department;province;district;area
ONG AMOR, TRABAJO Y FUTURO;;Urb. Bruces Mz, B Lote 25;ANCASH;SANTA;NUEVO CHIMBOTE;AMBIENTE / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD
ONG APUSUYO;;CP Teresa12 Anexo Pacheco MZ E Lote 2;CUSCO;LA CONVENCION;UNIÓN ASHANINKA;AMBIENTE / EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL / JUSTICIA / SALUD / TRABAJO
ONG ARCA BETA;;Calle Ernesto Díaz López nro. 171 dpto. 201 Urb. Santa Leonor (Mz. C Lote 34);LIMA;LIMA;CHORRILLOS;EDUCACIÓN
ONG ASOCIACION DE LAS AMIGAS DE LA TERCERA EDAD DE CALCUTA;ONG TERESA DE CALCUTA;CALLE MARIANO MELGAR 411 - CENTENARIO;ANCASH;HUARAZ;INDEPENDENCIA;EDUCACIÓN
ONG ASOCIACION PRO DEPORTE PERUANO PADRE ANTONIO COLOMBO-ONG A.P.D.P. PADRE ANTONIO COLOMBO;;Calle Sucre 355 ;LIMA;HUAURA;HUACHO;AGROPECUARIO / INCLUSIÓN SOCIAL / SALUD
ONG ASOCIACION PRO DESARROLLO PERU-VIDA;APRODE-PERU;JR.  BARTOLOME DE LAS CASAS 530 URB. LAS MAGNOLIAS, SANTIAGO DE SURCO;LIMA;LIMA;SANTIAGO DE SURCO;AGROPECUARIO / EDUCACIÓN / GÉNERO / SALUD
ONG AVANCEMOS JUNTOS;;MANZANA A LOTE 07, 2° PISO, URBANIZACION PRIMAVERA;LA LIBERTAD;CHEPEN;CHEPEN;EDUCACIÓN
ONG AVE FENIX;;Jr. Ladislao Espinar N°513 Oficina 305 3° Piso Casco Urbano;ANCASH;SANTA;CHIMBOTE;INCLUSIÓN SOCIAL
ONG AYUDACUSHUN;;URB. LOS HEROES MZ. H2, LOTE 02;ANCASH;SANTA;NUEVO CHIMBOTE;GÉNERO / INCLUSIÓN SOCIAL
ONG AYUDACUSHUN AUKIS;;URB. LOS PINOS MZ. D  LOTE 19;ANCASH;SANTA;CHIMBOTE;GÉNERO
ONG BIENESTAR Y SALUD TERCERA EDAD;;CALLE RICARDO SANCHEZ 381 - URB. SANTO DOMINGUITO;LA LIBERTAD;TRUJILLO;TRUJILLO;EDUCACIÓN / GÉNERO
ONG BIOFIDES;;CALLE HUIRACOCHA 1416, DPTO. 608;LIMA;LIMA;JESUS MARIA;AMBIENTE / GÉNERO
ONG BONLLOL TIERRA FIRME DE COROBAMBA;;PASAJE CANEPA 112 - 3° PISO;LIMA;LIMA;LA VICTORIA;AMBIENTE / GÉNERO
ONG CABANI SALUD;;Calle Pedro Abad Galiante N°128 – Urb. Vista Alegre;LIMA;LIMA;SANTIAGO DE SURCO;EDUCACIÓN / SALUD
ONG CAJAMARQUINOS SIN FRONTERAS;SCFD;JR. SARA MAGDOUGAL N° 345. BARRIO SAN JOSÉ;CAJAMARCA;CAJAMARCA;CAJAMARCA;AMBIENTE
ONG CAPACITATEC PERU;;Jr. Unión 324 Interior 5 Urb. Palermo;LA LIBERTAD;TRUJILLO;TRUJILLO;EDUCACIÓN
ONG CARTA DE LA TIERRA PERU;;MALECON PAUL HARRIS 254  OFICINA 402;LIMA;LIMA;BARRANCO;GÉNERO
ONG CASA DE ALABANZA;;PASAJE MAR 186;JUNIN;HUANCAYO;HUANCAYO;AGROPECUARIO / AMBIENTE / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD
ONG CATAQUENSES EN ACCION;;Av. Cayetano Heredia N°722;PIURA;PIURA;CATACAOS;AMBIENTE / EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL / JUSTICIA / PRODUCCIÓN / SALUD / VIVIENDA Y SANEAMIENTO
ONG CENTRO DE ECODESARROLLO Y ACCION RURAL;;JR. BRUNO TERREROS  661;JUNIN;CHUPACA;CHUPACA;AGROPECUARIO / VIVIENDA Y SANEAMIENTO
ONG CENTRO DE PROMOCION Y DEFENSA DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS;PROMSEX;AV. JOSE PARDO 601 OF. 604 ;LIMA;LIMA;MIRAFLORES;EDUCACIÓN / GÉNERO / JUSTICIA
ONG CENTRO PERUANO DE LA MUJER Y EL NIÑO - NIÑA CAMINAR;ONG CENTRO CAMINAR;CAL.AMALIA PUGA VIDAL NRO. 1119 A.H. FILA ALTA;CAJAMARCA;JAEN;JAEN;GÉNERO
ONG CISTAC CUERPO Y TERRITORIO PERU;; Calle Urb. Bello Horizonte Mz. A Lote 16 II Etapa;PIURA;PIURA;PIURA;GOBERNABILIDAD / JUSTICIA
ONG CONSTRUYENDO UN MAÑANA CON BIENESTAR Y RESPONSABILIDAD;CUMBRE;JR. LOS JAZMINES 436 PAUCARBAMBILLA;HUANUCO;HUANUCO;AMARILIS;AMBIENTE / EDUCACIÓN / GÉNERO
ONG CONTIGO PERU;;JR. PARRA DEL TIEGO 375 - INTERIOR 602;JUNIN;HUANCAYO;EL TAMBO;EDUCACIÓN
ONG COOPERACION PARA EL DESARROLLO RURAL PERUANO ;ONG CODESAR PERU;Av. 28 de julio s/n ;APURIMAC;CHINCHEROS;ONGOY;AGROPECUARIO / AMBIENTE / EDUCACIÓN / PRODUCCIÓN / SALUD / TRANSPORTES Y COMUNICACIONES
ONG COREMAR PERU;ONG COREMAR PERU;JIRON UCAYALI 132  / ZONA CERO ;HUANUCO;HUANUCO;AMARILIS;AMBIENTE / GÉNERO
ONG CREE EN TI;;AV. VILLA MARIA 982;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;EDUCACIÓN
ONG CRISTINA EL HOGAR DE UNA SONRISA OLVIDADA - ONG CRISTINA - H.S.O.;ONG CRISTINA  HSO;Calle Viru N°1080;LAMBAYEQUE;CHICLAYO;LA VICTORIA;EDUCACIÓN / JUSTICIA / SALUD
ONG CULTURA VIVA AHORA;;MZ. P LOTE 12 COOP. DE VIVIENDA DE TRABAJADORES DEL SECTOR;AYACUCHO;HUAMANGA;AYACUCHO;AMBIENTE / INCLUSIÓN SOCIAL / SEGURIDAD
ONG DE ASISTENCIA EN PROYECTOS SOCIALES DEL CANIPACO Y ZONA ALTINA;ONG APROSCA;"JR. AREQUIPA 609 ""A"" SECTOR EL PINO, AA.HH. SAN COSME";LIMA;LIMA;LA VICTORIA;AGROPECUARIO
ONG DE DESARROLLO Y COOPERACION HUMANITARIA PADRE PIO;;Centro Poblado El Caliche Mz. E Lote 10-A;LIMA;LIMA;PUENTE PIEDRA;EDUCACIÓN / GOBERNABILIDAD / JUSTICIA / PRODUCCIÓN / TRANSPORTES Y COMUNICACIONES
ONG DESPERTAR A LA LUZ;;Av. Revolución N°507 – Urb. Ciudad Blanca;AREQUIPA;AREQUIPA;PAUCARPATA;EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
ONG ECO DESARROLLO Y NUEVA  ALTERNATIVA DE VIDA;EDENAV;AV. HUAMACHUCO N°562;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;AMBIENTE / EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL
ONG ECOALDEA UTAPALCA;;CASERIO DE SAN JOSE DE UTAPALCA;ICA;CHINCHA;CHAVIN;AMBIENTE / EDUCACIÓN
ONG ECOLOGISTAS SEMBRANDO SIN FRONTERAS;;Jr. Lima N°200 Paucarbambilla;HUANUCO;HUANUCO;AMARILIS;AMBIENTE / ECONOMÍA / ENERGÍA/EXTRACTIVA
ONG FEDERATION OF DEFENSE OF NATURAL RESOURCES - ONG FDNR;ONG FDNR;AV. JUAN DE LA TORRE 110 -;AREQUIPA;AREQUIPA;AREQUIPA;AMBIENTE / EDUCACIÓN / ENERGÍA/EXTRACTIVA / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / JUSTICIA / SALUD
ONG FONDO DE APOYO AL DESARROLLO REGIONAL DE PIURA;ONG FADERPI;MZ. 01 LOTE 21 - URB. FELIPE COSSIO DEL POMAR;PIURA;PIURA;CASTILLA;ENERGÍA/EXTRACTIVA / GÉNERO
ONG GESTION AMBIENTAL DE INTEGRACION SOCIAL PARA EL DESARROLLO SOSTENIBLE;ONG GESAMIDES;JR. AYACUCHO MZ. 38 LOTE 20 LA VICTORIA;JUNIN;HUANCAYO;EL TAMBO;AMBIENTE / GÉNERO
ONG HAMPAQ PERU;;AV. REPUBLICA DE CHILE 295, OFICINA 507;LIMA;LIMA;LIMA;AMBIENTE
ONG HUASCARAN PROGRESO;;AV. LAS FLORES 498 -NICRUPAMPA;ANCASH;HUARAZ;INDEPENDENCIA;AMBIENTE
ONG INSTITUTO DE INVESTIGACION Y DESARROLLO ECONOMICO SOCIAL LOS ANDES;INIDESLA;RESIDENCIAL SAN FRANCISCO MZ. B LOTE 12;LA LIBERTAD;TRUJILLO;TRUJILLO;INCLUSIÓN SOCIAL / JUSTICIA
ONG INTERNATIONAL HEALTH;;Parque Augusto B. Leguía N°221 Urb. VIPOL;CALLAO;CALLAO;CALLAO;SALUD
ONG INTIWATA PERU;;CALLE AYACUCHO 1052;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;GÉNERO / GOBERNABILIDAD
ONG JEMPE;;Mza. Q Lote 3 Urb. Jorge Chávez;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;AMBIENTE / CULTURA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / JUSTICIA / PRODUCCIÓN
ONG JOECY;;PROLONGACION.  LUCANAS 639 INTERIOR. 4;LIMA;LIMA;LA VICTORIA;AMBIENTE / INCLUSIÓN SOCIAL / PRODUCCIÓN
ONG JOSE RAFAEL TE DA LA MANO;;Calle Díaz de Cienfuegos N°252, Dpto. 201 – Urb. La Merced;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
ONG JOVENES EN RIESGO HACIA UN FUTURO DIFERENTE;OJERHFD;Manzana C Lote 19 Sector 4 Asentamiento Humano Nuevo Progreso /  VILLA MARÍA DEL TRIUNFO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AMBIENTE / EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD / TRABAJO
ONG KALLPA SAYRI;;JR. DIEZ CANSECO N°3539 (REFERENCIA: A ESPALDA DEL COLEGIO EDUCATIVO PARROQUIAL SAN COLUMBANO);LIMA;LIMA;SAN MARTIN DE PORRES;EDUCACIÓN / INCLUSIÓN SOCIAL
ONG LA CHOZITA DE LA FELICIDAD;;AA.VV LOS OLIVOS  II PASAJE EL OLIVAR  MZ. A LT 10 ;HUANUCO;LEONCIO PRADO;RUPA-RUPA;AGROPECUARIO / AMBIENTE / EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL / SALUD
ONG LAS MANOS QUE AYUDAN DE CORAZON;;BAJADA BALTA 169  PISO 10;LIMA;LIMA;MIRAFLORES;EDUCACIÓN / GÉNERO
ONG LEONARDO MANUEL;;CARRETERA CENTRAL 418-420-CONDOMINIO DEL VALLE-TORRE H-DPTO.504-CHACLACAYO;LIMA;LIMA;CHACLACAYO;GÉNERO / SALUD
ONG LILY BERGEROT REATEGUI - LIBERE;;CALLE VENTURA CALAMAQUI  197 DPTO. 301  URB. PANDO;LIMA;LIMA;SAN MIGUEL;INCLUSIÓN SOCIAL
ONG LORETO PULMON DEL MUNDO;ONG LPM;CALLE LORETO NRO. 1349;LORETO;MAYNAS;IQUITOS;AGROPECUARIO
ONG LUZ AMBAR PERU;;Jr. Tarma 119 – Oficina 404 ;LIMA;LIMA;LIMA;AMBIENTE / EDUCACIÓN / SEGURIDAD / TRANSPORTES Y COMUNICACIONES
ONG MANOS FUERTES;;AV. JOSE PARDO 575, 4TO PISO;LIMA;LIMA;MIRAFLORES;EDUCACIÓN / GÉNERO / SALUD
ONG MARGARITA & MELCHORITA, AYUDANOS A AYUDAR;;Calle G Mz. E - Lote 18 - 4ta. Etapa - Barrio 1 - Sector 1 - Urb. Pachacamac;LIMA;LIMA;VILLA EL SALVADOR;INCLUSIÓN SOCIAL
ONG MARIA DE LOS ANGELES (UNA NUEVA ESPERANZA PARA TI);;AA.HH. EL ARENAL ALTO MZ. K2 LOTE 9;LIMA;LIMA;SAN JUAN DE LURIGANCHO;EDUCACIÓN
ONG MAYOR SONRISA Y AMOR PARA EL ADULTO MAYOR;MASAPAMA;Sector Indoamericana s/n Cayalti ;LAMBAYEQUE;CHICLAYO;CAYALTI;INCLUSIÓN SOCIAL / SALUD
ONG MEDICINA, CIENCIA Y TECNOLOGIA;;ALMIRANTE GUISSE 282;LORETO;MAYNAS;IQUITOS;SALUD
ONG MENTE SANA CUERPO SANO;;Calle Alto Perú N°225;LA LIBERTAD;CHEPEN;PACANGA;EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
ONG MI ESPERANZA;;JR. ANTOFAGASTA 2190;LIMA;LIMA;SAN MARTIN DE PORRES;AGROPECUARIO / GÉNERO
ONG MINISTERIO CRISTIANO OBRERO DE JESUS;;Mz. A Lote 5 Urb. Los Alisos del Bosque;LA LIBERTAD;TRUJILLO;TRUJILLO;AMBIENTE / CIENCIA Y TECNOLOGÍA / EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
ONG MUNDO UNIDO;;JR. ONCE DE FEBRERO 215B LA MERCED;CAJAMARCA;CAJAMARCA;CAJAMARCA;EDUCACIÓN
ONG OM.NA;;Jr. Mariano Melgar C-5 Urb. San Fernando;CALLAO;CALLAO;CALLAO;AGROPECUARIO / AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD / VIVIENDA Y SANEAMIENTO
ONG ORPA PERU EN LAS MANOS DE JESUS;ONG OPEMAJ;Jr. Mayro 724;HUANUCO;HUANUCO;HUANUCO;AGROPECUARIO / AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD / TRANSPORTES Y COMUNICACIONES / VIVIENDA Y SANEAMIENTO
ONG PAMPAROMAS CRECIENDO JUNTOS;;Jr. JUAN MENDEZ S/N PAMPAROMAS HUAYLAS;ANCASH;HUAYLAS;PAMPAROMAS;EDUCACIÓN / GÉNERO
ONG PARA DIOS NADA ES IMPOSIBLE;;Av. Arenales 1898 ;LIMA;LIMA;LINCE;AMBIENTE / EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL / SALUD
ONG PARA LA CONSERVACION DE RECURSOS NATURALES DE LA CUENCA RIO YAVARI;;Comunidad Campesina Soplin Vargas / Distrito Yavarí ;LORETO;MARISCAL RAMON CASTILLA;YAVARI;EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL / SALUD
ONG PASTORAL PENITENCIARIA SAN FRANCISCO DE ASIS - OFS OPPSAFA;;AV. MANUEL ARTEAGA 487 - URB. LOS PARQUES;LAMBAYEQUE;CHICLAYO;CHICLAYO;EDUCACIÓN / SALUD
ONG PIRQAY PERU;;CALLE ALFREDO ICAZA 161;LIMA;LIMA;SAN MIGUEL;AMBIENTE / GÉNERO
ONG PRO NIÑOS FELICES;;HERMANOS CATARI 383;LIMA;LIMA;SAN MIGUEL;INCLUSIÓN SOCIAL / SALUD / VIVIENDA Y SANEAMIENTO
ONG PROYECTO DE RECUPERACION Y DEFENSA DE MEDIO AMBIENTE CON DESARROLLO DE AGRO INDUSTRIA SOSTENIDO HUANUCO - UCAYALI - ANCASH - PASCO;ONG PREDMADAIS HUANPA;Jr. Esteban Pavletich 943-947 (altura cuadra 1 de Jr. Dámaso Beraún);HUANUCO;HUANUCO;HUANUCO;AMBIENTE / EDUCACIÓN / VIVIENDA Y SANEAMIENTO
ONG RENOVADOR IMPULSO;;LAS NEPENTAS N°116 UBANIZACION SAN SILVESTRE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;GÉNERO
ONG RURAL YANAPEKAYAME MUSOQ KAWAKIPAC;;URBANIZACION SANTA ROSA MZA. Q LOTE 21;ANCASH;CASMA;CASMA;AMBIENTE / EDUCACIÓN / GÉNERO
ONG SALVACION DE LUZ DIVINA;;Av. Centenario 500 ;TUMBES;TUMBES;CORRALES;AMBIENTE / EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL / SALUD / TRABAJO
ONG SALVAMENTO AUXILIO RESCATE PERU 127;ONG SAR PERU 127;JR. PACHAMAMA 141 URB. ZARATE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;GÉNERO / GOBERNABILIDAD
ONG SAN BENITO DE PALERMO;SABENPAL;AV. VENEZUELA 1244 LA PERLA - CALLAO;CALLAO;CALLAO;LA PERLA;AMBIENTE / EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL / SALUD
ONG SEMBRANDO FUTURO INSTITUTO PUEBLO REGION Y DESARROLLO IPUMA;;CALLE VENEZUELA 327 URB. CERCADO DE PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;AGROPECUARIO / AMBIENTE / CULTURA / ENERGÍA/EXTRACTIVA / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD
ONG SHAMMAH INTERNACIONAL & PROGRAMA SOLIDARIO DE AMOR AL PROJIMO DE YAHVEH JIREH;;Calle Mz. S4 Lote 1 Villa Solidaridad 3era. Etapa;LIMA;LIMA;SAN JUAN DE MIRAFLORES;INCLUSIÓN SOCIAL
ONG SOLIDARIDAD, FE Y ESPERANZA;;CALLE PAMPA CONCON TOPARA MZ. H-1 LOTE 1 - CC.P. NUEVO CAÑETE;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;AMBIENTE / EDUCACIÓN
ONG SOMOS MAS QUE VENCEDORES EN CRISTO JESUS;SONMASQUEVENCENCRISJES;JR. METEREOLOGOS 111, 2° PISO URB. LAS ACACIAS;LIMA;LIMA;LA MOLINA;ECONOMÍA / EDUCACIÓN / SALUD
ONG SUEÑOS DE ESPERANZA CARASUCIAS;;Jr. Pariacoto 324;LIMA;LIMA;BREÑA;EDUCACIÓN / INCLUSIÓN SOCIAL
ONG SUMAQ YACHAY;;JR. JORGE CHAVEZ Nº 167 (REF: ESPALDAS DEL COLEGIO 9 DE JULIO);JUNIN;CONCEPCION;CONCEPCION;AMBIENTE / INCLUSIÓN SOCIAL
ONG TAUSHIRO;;RICARDO PALMA 1140;LORETO;MAYNAS;IQUITOS;AMBIENTE
ONG UNIDOS POR TI;;Mza. B Lote B2 Esperancita;LA LIBERTAD;TRUJILLO;LA ESPERANZA;AGROPECUARIO / AMBIENTE / EDUCACIÓN / GÉNERO / PRODUCCIÓN / TRABAJO / VIVIENDA Y SANEAMIENTO
ONG UNO PARA TODOS Y TODOS PARA UNO;;JR. CAMELIAS 149 URB. ENTEL PERU;LIMA;LIMA;SAN JUAN DE MIRAFLORES;EDUCACIÓN / GÉNERO
ONG VALERA RESCATANDO LIDERES;;MZ. E3, LT. C3, DPTO. 704, URB. MONSERRATE IVETAPA;LA LIBERTAD;TRUJILLO;TRUJILLO;AGROPECUARIO / EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
ONG VIDA DIGNA PERU;;Agrupación Poblacional Santa Rosa de Lima COVIPOL – Mza. LL Prima Lote 12 - Pachacutec;CALLAO;CALLAO;VENTANILLA;EDUCACIÓN / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD / TRANSPORTES Y COMUNICACIONES
ONG VIDA SALUDABLE Y DESARROLLO PERU;VISADES PERU;PASAJE ALVA BARRENECHEA 462;ANCASH;HUARAZ;HUARAZ;AMBIENTE / GÉNERO
ONG VIDA SOLIDARIA - PERÚ;;Jr. Brisas A-10  Urb. Brisas;HUANUCO;HUANUCO;PILLCO MARCA;AGROPECUARIO / EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL / SALUD / TRANSPORTES Y COMUNICACIONES
ONG VIDA VERDE Y DERECHOS HUMANOS PARA LAS REGIONES UNIDAS DEL PERU Y EL MUNDO;ONG VIVEMUNDO;ASOCIACION YANAVILCA MZA. C LOTE 07;AYACUCHO;HUAMANGA;AYACUCHO;AMBIENTE / GOBERNABILIDAD / INCLUSIÓN SOCIAL / JUSTICIA
ONG. ARCORES PERU;;JR. FRAY SEVERINO DE CACERES 185;CAJAMARCA;CHOTA;CHOTA;EDUCACIÓN / GÉNERO
ONG. CEDEFA - COCHABAMBA;;JR. 27 DE NOVIEMBRE 1092;CAJAMARCA;CHOTA;COCHABAMBA;AMBIENTE / INCLUSIÓN SOCIAL
ONG. DESARROLLO INTEGRAL Y ARMONICO EN CRISTO;ONG DIA CRISTO;CALLE REAL 1040 - OFICINA 306 - MEGACENTRO;JUNIN;HUANCAYO;HUANCAYO;GÉNERO
ONG. LIDERAZGO & DESARROLLO SOCIAL;ONG LIDER DS;CALLE LOS MINERALES 349 - URBANIZACION MILLOTINGO;JUNIN;HUANCAYO;EL TAMBO;AMBIENTE
ONG´D ATUPCAN;;CALLE TACNA 284;LORETO;MAYNAS;IQUITOS;AMBIENTE / EDUCACIÓN / SALUD
ONG´D NUEVO RUMBO;;CALLE COSTA AZUL 157, DPTO. 101;LIMA;LIMA;LA MOLINA;ECONOMÍA / EDUCACIÓN / SALUD
ONG-CENTRO DE INVESTIGACION PRODUCTIVA COMUNAL;CIPROC;CALLE DANIEL ALCIDES CARRION MZ. 45 LT. 10 A.H.H.  LA VICTORIA;JUNIN;HUANCAYO;EL TAMBO;SALUD
ONGD - LLAMELLIN;;CALLE LAS AZUCENAS MZ. F  LOTE 25  HUMAYA;LIMA;HUAURA;HUAURA;AMBIENTE / CIENCIA Y TECNOLOGÍA / TRABAJO
ONGD AGUA PARA EL MUNDO PAZ Y AMOR LD;;AV. AMERICA SUR 951, URB. SANTO DOMINGUITO 1° ETAPA;LA LIBERTAD;TRUJILLO;TRUJILLO;EDUCACIÓN / GOBERNABILIDAD
ONGD ASOCIACION PARA LA BIODIVERSIDAD SOSTENIBLE;ONGD BIO-SOS;JR. HASSINGER  301;PASCO;OXAPAMPA;OXAPAMPA;AMBIENTE
ONGD CORAZONES MILAGRENSES;;CALLE TEÓFILO CASTILLO N° 828 – URBANIZACIÓN EL BOSQUE;LA LIBERTAD;TRUJILLO;TRUJILLO;EDUCACIÓN / GÉNERO / SALUD
ONGD CRECIENDO JUNTOS SAN MIGUEL ARCANGEL;;JR. TACNA 863;JUNIN;HUANCAYO;EL TAMBO;EDUCACIÓN / GÉNERO
ONGD DE AYUDA, COOPERACION, SOLIDARIDAD Y AMOR SIN FRONTERAS;;CALLE LOS EUCALIPTOS 278, URB. CALIFORNIA;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;EDUCACIÓN / GÉNERO
ONGD ECOFUTURO EN ACCION;;Jr. Calixto Aréstegui N°1130-B;PUNO;PUNO;PUNO;AGROPECUARIO / AMBIENTE / EDUCACIÓN / GÉNERO / PRODUCCIÓN / SALUD / TRABAJO
ONG'D HE3 HELIO ENERGY AND ENVIRONMENTAL ENGINEERING;;JR. AYACUCHO 740;PIURA;PIURA;PIURA;AGROPECUARIO / AMBIENTE / EDUCACIÓN / GÉNERO / SALUD
ONGD IMASUMAC;;CALLE JORGE CHAVEZ L-6 POBLADO AYANCOCHA;HUANUCO;AMBO;AMBO;AMBIENTE / GOBERNABILIDAD
ONGD LLANKASUN PERU;;PROLONGACION ANTONIO OCAMPO S/N-CURAHUASI;APURIMAC;ABANCAY;CURAHUASI;EDUCACIÓN / INCLUSIÓN SOCIAL
ONG'D LUZ Y ESPERANZA;;PJE TACNA 157  P-3 BARRANCO;LIMA;LIMA;BARRANCO;VIVIENDA Y SANEAMIENTO
ONGD POR AMOR A TUMBES;;CALLE PAULA VIGIL 250;TUMBES;TUMBES;TUMBES;AMBIENTE / COMERCIO Y TURISMO / GÉNERO
ONGD PROYECTO SOLIDARIO POR LA INFANCIA PERU;;PASAJE VIZCARDO Y GUZMAN 147 – INTERIOR 1°, PIOPATA;JUNIN;HUANCAYO;EL TAMBO;GÉNERO
ONGD SOS PAN PERU;;Jr. Camilo Carrillo N°175-179 - Dpto. 602;LIMA;LIMA;JESUS MARIA;AMBIENTE / EDUCACIÓN / GÉNERO / SALUD / VIVIENDA Y SANEAMIENTO
ONGD TIERRA NUESTRA-PERU;;CALLE LOS MILANOS 420 - EL PALOMAR;LIMA;LIMA;SAN ISIDRO;GÉNERO
ONGD TRABAJANDO JUNTOS LOGRAREMOS EL EXITO;;Jr. Río Chira Mz. Q - L.t. 5 2do piso, Urb. Villa del Norte;LIMA;LIMA;LOS OLIVOS;EDUCACIÓN / PRODUCCIÓN / SALUD / TRABAJO
ONGD TRASCENDER PERU;;PASAJE SAMAEL 160, OFICINA 4° PISO, SAN CARLOS;JUNIN;HUANCAYO;HUANCAYO;EDUCACIÓN / GÉNERO
ONGD UNIDOS CON DIOS;;CALLE JOSE GALVEZ T3-5B;ICA;ICA;PARCONA;EDUCACIÓN / SALUD
ONGD VALLE VERDE;;Mz. A Lote 11 Urb. El Bosque (Restaurat El Padrino 2do. Piso) ;PIURA;PIURA;CASTILLA;AGROPECUARIO / AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD / VIVIENDA Y SANEAMIENTO
ONGD VIDAS DIGNAS - PERU;;CALLE TOMAS ALVA EDISON 501 EDIFICIO 2;LIMA;LIMA;SANTIAGO DE SURCO;EDUCACIÓN
ONGD, PROFESIONALES CON VISION PARA EL DESARROLLO SOSTENIBLE;ONGD PROVISION;CANTERAS DE LLICUA MZ. M LOTE 11;HUANUCO;HUANUCO;AMARILIS;GÉNERO
ONGD. SEMBRANDO-PERU;; CALLE JUAN BERTOLOTTO No. 610 Dpto 1503-;LIMA;LIMA;SAN MIGUEL;EDUCACIÓN / SALUD / VIVIENDA Y SANEAMIENTO
ONG-KUSKAY RISUN-DRER;;ALM. MANUEL TRAVERSO MZ. G LOTE 2,DPTO. 501-URB. LA MERCED;JUNIN;HUANCAYO;HUANCAYO;AMBIENTE / EDUCACIÓN
ONGS PARA EL SERVICIO ASISTENCIAL DE SALUD DEL ALTO ANDINO DEL RIO HUALLAGA DEPARTAMENTO DE HUANUCO DISTRITO DE PILLCO MARCA;;JR. DANIEL ALCIDES CARRION MZ. A LOTE 11;HUANUCO;HUANUCO;PILLCO MARCA;GÉNERO
OPERACION SAN ANDRES-ONG;OSA;JR MANTARO S3 LOTE 95;LIMA;LIMA;COMAS;EDUCACIÓN / GÉNERO / SALUD
OPERATION UNDERGROUND RAILROAD PERU;;AVENIDA LARCO 742 DPTO. 501;LIMA;LIMA;MIRAFLORES;GOBERNABILIDAD
ORDEN DEL CAPITEL;;CALLE PRINCIPAL BARRIO SAN ANTONIO S/N VIJUS;LA LIBERTAD;PATAZ;PATAZ;EDUCACIÓN / SALUD
ORGANISMO DE CONSERVACION DE ECOSISTEMAS;OCE;Jr. Iquitos 1161;HUANUCO;LEONCIO PRADO;JOSE CRESPO Y CASTILLO;AMBIENTE / CIENCIA Y TECNOLOGÍA / EDUCACIÓN / INCLUSIÓN SOCIAL
"ORGANISMO NO GUBERNAMENTAL ""KUSKA QATARISUN""";KUQA PERU;MZA. J LOTE 18  BARRIOS ALTOS;AYACUCHO;HUAMANGA;AYACUCHO;AMBIENTE / PRODUCCIÓN / TRABAJO
ORGANISMO NO GUBERNAMENTAL CENTRO DE PROMOCION DEL DESARROLLO;ONG CEPRODE;AV. BRASIL 3575;LIMA;LIMA;MAGDALENA DEL MAR;AGROPECUARIO / AMBIENTE / TRANSPORTES Y COMUNICACIONES
