name;short_name;streetAddress;department;province;district;area
ASOCIACION CIVIL CONTIGO AGRANDANDO EL CIRCULO;;Jr. Reyes Guerra 362 Dpto. 201;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;AMBIENTE / GÉNERO / PRODUCCIÓN
ASOCIACION CIVIL COOPERACION ANDINA;ACCA;CALLE MOQUEGUA 637 INTERIOR 104;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;EDUCACIÓN
ASOCIACION CIVIL CORDILLERA BLANCA;;JR. 13 DE DICIEMBRE 615 PISO 2°;ANCASH;HUARAZ;HUARAZ;GÉNERO / GOBERNABILIDAD
ASOCIACION CIVIL DANZA PERU;;Calle Malecón Grau N°140 ;LIMA;LIMA;CHORRILLOS;EDUCACIÓN / INCLUSIÓN SOCIAL
"ASOCIACION CIVIL DE DEFENSA DE LOS DERECHOS HUMANOS DE LOS PUEBLOS AMERICANOS ""ADDHA""";;JR. CARABAYA 928 - OFICINA 203;LIMA;LIMA;LIMA;GÉNERO
ASOCIACION CIVIL DE DESARROLLO LOS CARITATIVOS;ACDLCA;JR. PIEROLA 781;LA LIBERTAD;CHEPEN;CHEPEN;GÉNERO
ASOCIACION CIVIL DE PERSONAS CON DISCAPACIDAD CORAZONES UNIDOS CON ESPERANZA DEL BAJO PIURA;ACPDIS-CUCE-BP;ASENTAMIENTO HUMANO DE LAS FAMILIAS DE CHALACO, MZ Ñ;PIURA;SECHURA;VICE;EDUCACIÓN
ASOCIACION CIVIL DEFENSORES DEL AMBIENTE ORGANIZACION NO GUBERNAMENTAL DE DESARROLLO;DEFENSORES ONGD;AV. ANDRES A. CACERES 680;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;AMBIENTE / COMERCIO Y TURISMO
ASOCIACION CIVIL DESPENSA AMAZONICA;;Calle Zepita N°273;LIMA;LIMA;CHORRILLOS;AMBIENTE / CULTURA / PRODUCCIÓN
ASOCIACION CIVIL DIVINO NIÑO JESUS;ADINIJ;CALLE CRANE 208;LIMA;LIMA;SAN BORJA;CIENCIA Y TECNOLOGÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / SALUD
ASOCIACION CIVIL ECOSISTEMA & DESARROLLO SOSTENIBLE;;CALLE EMANCIPACION Nº 131 URB. SANTA PATRICIA 3RA. ETAPA;LIMA;LIMA;LA MOLINA;AMBIENTE / CIENCIA Y TECNOLOGÍA
ASOCIACION CIVIL EDUCADORES DE SALUD PARA LA COMUNIDAD;;MZ G1 LOTE 5 ;LIMA;LIMA;CARABAYLLO;GÉNERO
ASOCIACION CIVIL ESENCIAS;;JR. HERMANOS VILLARAN 195  URB. EL BOSQUE;LIMA;LIMA;RIMAC;EDUCACIÓN / JUSTICIA
ASOCIACION CIVIL FORJANDO TALENTOS ANDRES BELLO;FORTAN;"JR. JOSE DEL CARMEN VERASTEGUI 250 ZONA ""C""";LIMA;LIMA;SAN JUAN DE MIRAFLORES;EDUCACIÓN / GÉNERO
ASOCIACION CIVIL FUNDACION CONTRA EL HAMBRE Y LA POBREZA EN EL CALLAO;ASFUCHPOC;JR. LORETO 1241- 1245;CALLAO;CALLAO;CALLAO;GÉNERO / SALUD
ASOCIACION CIVIL HIJOS DE LA ESPERANZA;;JR. BENITO JUAREZ 1535 (1 PISO);LA LIBERTAD;TRUJILLO;LA ESPERANZA;EDUCACIÓN / GÉNERO
ASOCIACION CIVIL ILO ONGD;;Ciudad Nueva H-28 Dpto 1;MOQUEGUA;ILO;PACOCHA;GÉNERO / SALUD
ASOCIACION CIVIL IMPACTA SALUD Y EDUCACION;;AV. ALMIRANTE MIGUEL GRAU 1010;LIMA;LIMA;BARRANCO;EDUCACIÓN / SALUD
ASOCIACION CIVIL INSTITUTO PERUANO DE LA CIENCIA Y LA CULTURA;IPECU;AV. SAENZ PEÑA 425-435, 2° PISO;CALLAO;CALLAO;CALLAO;CIENCIA Y TECNOLOGÍA / EDUCACIÓN
"ASOCIACION CIVIL INTERNACIONAL ""EMANUEL"" DE LAS ASAMBLEAS DE DIOS";ACINELAD;JR. JULIO C. TELLO 658;JUNIN;SATIPO;SATIPO;EDUCACIÓN
ASOCIACION CIVIL INTI RUNAKUNAQ WASIN;I.R.W.;URB. VILLA MIRAFLORES. CALLE CIRO ALEGRIA  E-9-10 ;CUSCO;CUSCO;SAN JERONIMO;GÉNERO
ASOCIACION CIVIL KIZUNA AMAZONICA;;JR. CAHUIDE 930;UCAYALI;CORONEL PORTILLO;CALLERIA;AMBIENTE / INCLUSIÓN SOCIAL
ASOCIACION CIVIL LABOR;;PUEBLO NUEVO H10-7;MOQUEGUA;ILO;PACOCHA;AGROPECUARIO / AMBIENTE / PRODUCCIÓN / SALUD
ASOCIACION CIVIL LIDERAR Y SERVIR;LISER;CALLE JULIA CONDESIDO 737  URB. SANTO DOMINGUITO - TRUJILLO;LA LIBERTAD;TRUJILLO;TRUJILLO;GÉNERO
ASOCIACION CIVIL LIVING WATER INTERNATIONAL PERU;LIVWATIN PERU;KM. 6.5 CARRETERA CAJAMARCA - JESUS;CAJAMARCA;CAJAMARCA;CAJAMARCA;EDUCACIÓN / GÉNERO
ASOCIACION CIVIL LLAMKARISUN;LLANKARISUN;AV. UNIVERSITARIA S/N;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;AMBIENTE / INCLUSIÓN SOCIAL / JUSTICIA
ASOCIACION CIVIL MEGAM PERU;;AV. LARCO N° 880 - DEPARTAMENTO 1001 - MIRAFLORES - LIMA;LIMA;LIMA;MIRAFLORES;CIENCIA Y TECNOLOGÍA
ASOCIACION CIVIL MI AMAZONIA;;Calle Requena N°386-A;LORETO;MAYNAS;IQUITOS;SALUD
ASOCIACION CIVIL ONG CAMINA CONMIGO;ACC;AA. VV. UNIVERSIDAD NACIONAL DE CAJAMARCA MZ. E-5 INT. 101;CAJAMARCA;CAJAMARCA;CAJAMARCA;ECONOMÍA / EDUCACIÓN / JUSTICIA
ASOCIACION CIVIL ORGANISMO NO GUBERNAMENTAL COMUNIDAD PARTICIPATIVA TRABAJO Y REALIDAD;ONGD TRABAJO Y REALIDAD;AV. UCAYALI 316;HUANUCO;LEONCIO PRADO;RUPA-RUPA;AGROPECUARIO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / VIVIENDA Y SANEAMIENTO
ASOCIACION CIVIL ORGANISMO NO GUBERNAMENTAL DE DESARROLLO - APOYO A LOS NIÑOS DESAMPARADOS Y ADULTO MAYOR;ACONGD-ANDAM;MZ. J LOTE 14 - MZ. E LOTE 01, URB. FERMIN AVILA MORON;LAMBAYEQUE;CHICLAYO;PIMENTEL;EDUCACIÓN / GÉNERO
ASOCIACION CIVIL ORGANISMO NO GUBERNAMENTAL DE DESARROLLO - PROYECCION SOCIAL PARA EL DESARROLLO INTEGRAL;ACONGD-PROSODI;AV. PACHACUTEC Nº 1155 - LA VICTORIA ;LAMBAYEQUE;CHICLAYO;LA VICTORIA;SALUD
ASOCIACION CIVIL ORGANISMO NO GUBERNAMENTAL DE DESARROLLO AMIGOS DE LA SELVA;ONGD - AMISEL;CALLE RAMIREZ HURTADO Nª 757;LORETO;MAYNAS;IQUITOS;AMBIENTE / EDUCACIÓN
ASOCIACION CIVIL ORGANISMO NO GUBERNAMENTAL DE DESARROLLO ASISTENCIA SOCIAL INTEGRAL PARA MEJORAS DE CONDICION DE VIDA;ASIMCV;MZ. R - LOTE 15 FERMIN AVILA MORON;LAMBAYEQUE;CHICLAYO;PIMENTEL;EDUCACIÓN / GÉNERO
ASOCIACION CIVIL ORGANISMO NO GUBERNAMENTAL DE DESARROLLO EN APOYO INTEGRAL DE LAS PERSONAS - SALVANDO VIDAS;ONGD SALVANDO VIDAS;CALLE CONQUISTA 741, URB. LATINA;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;GÉNERO
ASOCIACION CIVIL ORGANISMO NO GUBERNAMENTAL DE DESARROLLO OASIS DE ESPERANZA;ONGD OASIS;AV. TACABAMBA 360;CAJAMARCA;CHOTA;CHOTA;AMBIENTE / EDUCACIÓN
ASOCIACION CIVIL ORGANISMO NO GUBERNAMENTAL EN DESARROLLO, EL BUEN SEMBRADOR;ABS ONGD;PASAJE SANTA EDELMIRA 105;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;AMBIENTE / EDUCACIÓN
ASOCIACION CIVIL ORGANISMO NO GUBERNAMENTAL ONG - LUMINARES EN EL MUNDO;;CALLE JOSÉ QUIÑONEZ MZ. A LTE. 12 SECTOR LADRILLERA;LAMBAYEQUE;CHICLAYO;PUCALA;EDUCACIÓN / SALUD
ASOCIACION CIVIL ORGANIZACION NO GUBERNAMENTAL DE COOPERACION EN ALIMENTACION, EDUCACION Y MEDIO AMBIENTE;ONG-CAEMA;CALLE 3 MZ. F LOTE 3 - AAHH LAS COLINAS;UCAYALI;CORONEL PORTILLO;CALLERIA;GÉNERO
ASOCIACION CIVIL ORGANIZACION NO GUBERNAMENTAL INTERCULTURAL BARI WESNA;ONG INTERCULTURAL BARI WESNA;Jr. Lirio García Mz. 3 Lote. 14 A.H. Húsares del Perú;UCAYALI;CORONEL PORTILLO;YARINACOCHA;GOBERNABILIDAD / INCLUSIÓN SOCIAL
ASOCIACION CIVIL PACHAMAMA RAYMI, APRENDER DE LOS MEJORES;PACHAMAMA RAYMI;CALLE PAVITOS 567;CUSCO;CUSCO;CUSCO;AMBIENTE / EDUCACIÓN / GÉNERO / GOBERNABILIDAD
ASOCIACION CIVIL PARA EL DESARROLLO INTEGRAL NUEVA VIDA;;CALLE JOSE SANCHEZ TIRADO 270 URB. HUERTA GRANDE;LA LIBERTAD;TRUJILLO;TRUJILLO;INCLUSIÓN SOCIAL
ASOCIACION CIVIL PARA EL DESARROLLO Y ASISTENCIA HUMANITARIA AMOR EN ACCION;AMOR EN ACCION;RAFAEL MARQUINA 891;LA LIBERTAD;TRUJILLO;TRUJILLO;EDUCACIÓN / GÉNERO
ASOCIACION CIVIL PARA EL PROGRESO Y DESARROLLO;ASPRODE;JR. PIEROLA  781;LA LIBERTAD;CHEPEN;CHEPEN;SALUD
ASOCIACION CIVIL PARA LA GESTION DEL AGUA EN CUENCAS;AGUA C;JR. TIZON Y BUENO 847;LIMA;LIMA;JESUS MARIA;SALUD
ASOCIACION CIVIL PARA LA INVESTIGACION Y EL DESARROLLO FORESTAL - ADEFOR;;CARRETERA AL AEROPUERTO KM. 3 - FUNDO TARTAR;CAJAMARCA;CAJAMARCA;CAJAMARCA;AMBIENTE
ASOCIACION CIVIL PARA LA MITIGACION DE IMPACTOS DE CAMBIO CLIMATICO - MICACLI;;AVENIDA TUPAC AMARU MZ.A LT.06;UCAYALI;CORONEL PORTILLO;CALLERIA;AMBIENTE / GÉNERO
ASOCIACION CIVIL PARA LA PRESERVACION Y EL DESARROLLO SOSTENIBLE DE LA AMAZONIA;GREEN LIFE;AV. TEJADA 109, DPTO. 301;LIMA;LIMA;MIRAFLORES;AMBIENTE
ASOCIACION CIVIL PAZ EN LA TORMENTA;ASOCIACION CIVIL PT;URB. COVICORTI MZ. “J” LTE. 25;LA LIBERTAD;TRUJILLO;TRUJILLO;AMBIENTE / EDUCACIÓN / JUSTICIA / PRODUCCIÓN / SALUD
ASOCIACION CIVIL PERU NACION SOLIDARIO;;Calle San Augusto Mz. T1 Lte. 4 Urb. Villa Marina;LIMA;LIMA;CHORRILLOS;INCLUSIÓN SOCIAL / JUSTICIA
ASOCIACION CIVIL PLANTA TU FUTURO;;AV. JOSE PARDO 601, DPTO. 1204;LIMA;LIMA;MIRAFLORES;AMBIENTE / EDUCACIÓN
ASOCIACION CIVIL POR LA SALUD, LA EDUCACION Y EL TRABAJO LOS HIJOS DEL SOL;ACIHISOL;Avenida Francisco Javier Nro. 158 Dpto. G;LIMA;LIMA;JESUS MARIA;EDUCACIÓN / TRABAJO
ASOCIACION CIVIL POR LA SALUD, LA EDUCACION Y EL TRABAJO,ACISET PERU-ONGD;ACISET PERU;JR. JORGE CHAVEZ 211;LIMA;LIMA;PUEBLO LIBRE;AGROPECUARIO / EDUCACIÓN / ENERGÍA/EXTRACTIVA / GÉNERO
ASOCIACION CIVIL PRESERVA;;JR. SICUANI # 1435 -  URB. CHACRA RIOS NORTE;LIMA;LIMA;LIMA;AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD / TRABAJO
ASOCIACION CIVIL PROJUSTICIA CIUDADANA;;JIRÓN MOQUEGUA Nº 157 - OFICINA402-B- CERCADO;LIMA;LIMA;LIMA;CIENCIA Y TECNOLOGÍA / EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL / JUSTICIA / TRANSPORTES Y COMUNICACIONES / VIVIENDA Y SANEAMIENTO
ASOCIACION CIVIL PROMOTORA DEL CENTRO CULTURAL INTELLIGENT PLUS;;CALLE SAIRI TUPAC  655  URB. SANTA MARIA;LA LIBERTAD;TRUJILLO;TRUJILLO;EDUCACIÓN
ASOCIACION CIVIL PRORURAL;PRORURAL;CALLE LAS GOLONDRINAS 105, URB. LIMATAMBO;LIMA;LIMA;SAN ISIDRO;EDUCACIÓN
ASOCIACION CIVIL PROYECTO AMAZONAS;ACPA;AV LA MARINA N° 2288;LORETO;MAYNAS;PUNCHANA;AGROPECUARIO / AMBIENTE / CIENCIA Y TECNOLOGÍA / EDUCACIÓN / GOBERNABILIDAD / PRODUCCIÓN / SALUD
ASOCIACION CIVIL PURIRISUN;;LOTE Z  27, COMITE OCHO, PUEBLO JOVEN VIVA EL PERU;CUSCO;CUSCO;SANTIAGO;EDUCACIÓN / GÉNERO
ASOCIACION CIVIL PURIYRISUN KUSKA;;CALLE LOS TOTORALES MZ. BLOTE 9 RESIDENCIALAGO VERDE -;JUNIN;HUANCAYO;EL TAMBO;AGROPECUARIO / ECONOMÍA / EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL / JUSTICIA / SALUD / SEGURIDAD / VIVIENDA Y SANEAMIENTO
ASOCIACION CIVIL QUICHWA;;Prolongación Huánuco 608 ;JUNIN;HUANCAYO;HUANCAYO;AMBIENTE / GOBERNABILIDAD / INCLUSIÓN SOCIAL
ASOCIACION CIVIL RELIGIOSA DIOSPI SUYANA;DIOSPI SUYANA;JR. SIMON BOLIVAR 205;APURIMAC;ABANCAY;CURAHUASI;EDUCACIÓN / SALUD
ASOCIACION CIVIL RELIGIOSA SAN ANDRES SOLIDARIDAD Y DESARROLLO;SASDE;URB. NICOLAS GARATEA MZ. 33 - LOTE 16;ANCASH;SANTA;NUEVO CHIMBOTE;AMBIENTE / EDUCACIÓN
ASOCIACION CIVIL SANTA ANA;ACISA;AV. MARIANO CORNEJO 345;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;EDUCACIÓN / GÉNERO
ASOCIACION CIVIL SANTA TERESA - ABANCAY;;AV. ENRIQUE PELACH S/N;APURIMAC;ABANCAY;ABANCAY;GÉNERO
ASOCIACION CIVIL SELVA AMAZONICA;;URBANIZACION JARDIN 27;LORETO;MAYNAS;IQUITOS;EDUCACIÓN / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD
ASOCIACION CIVIL SIN FINES DE LUCRO ABRAZOS;ASOCIACION ABRAZOS;AV. CORONEL PAZ SOLDAN A-03 URB. AMADEO REPETTO;CUSCO;CUSCO;SANTIAGO;SALUD
ASOCIACION CIVIL SIN FINES DE LUCRO COMPARTIRESPERANZAS ONGD;ASOCIACIÓN COMPARTIR ESPERANZAS ONGD;Mz 25 Lote 6 Urb. Manuel Arévalo Etapa II ;LA LIBERTAD;TRUJILLO;LA ESPERANZA;AMBIENTE / INCLUSIÓN SOCIAL / JUSTICIA / PRODUCCIÓN
ASOCIACION CIVIL SIN FINES DE LUCRO LOS NIÑOS DEL PERU;ANIÑOPERU;A.P.V. VILLA MIRADOR B-8;CUSCO;CUSCO;SAN SEBASTIAN;GÉNERO / SALUD
ASOCIACION CIVIL SIN FINES DE LUCRO MUJER ASERTIVA MV;;AV. TACNA 533;LIMA;LIMA;SAN MIGUEL;GÉNERO
ASOCIACION CIVIL SIN FINES DE LUCRO MUNDO PRIMAVERAL;ASCIMUPRI;ENRIQUE MARQUINA N° 200;LA LIBERTAD;PATAZ;TAYABAMBA;AMBIENTE / EDUCACIÓN / GÉNERO / SALUD
ASOCIACION CIVIL SIN FINES DE LUCRO PERU;SFL PERU;AV. ALFONSO UGARTE N°1228 DPTO. 709;LIMA;LIMA;BREÑA;CULTURA / EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
ASOCIACIÓN CIVIL SIN FINES DE LUCRO THE NGO;;Av. Metropolitana 1282;LIMA;LIMA;COMAS;EDUCACIÓN / INCLUSIÓN SOCIAL / JUSTICIA / SALUD
ASOCIACION CIVIL SOLIDARIOS ABC;;AV. 28 DE JULIO 466  OFICINA 302;LIMA;LIMA;MIRAFLORES;GÉNERO / SALUD
ASOCIACION CIVIL TARA PAKA - TARA PAKA;TARA PAKA;Jr. Canas H-14 Urb. Progreso ;CUSCO;CUSCO;WANCHAQ;EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
ASOCIACION CIVIL TIERRA PROMETIDA DEL MILENIO;TPD MILENIO;AV. AUGUSTO B LEGUIA 1433, 2° PISO - LAMBAYEQUE, CHICLAYO, CHICLAYO;LAMBAYEQUE;CHICLAYO;CHICLAYO;EDUCACIÓN
ASOCIACION CIVIL TRABAJANDO POR LOS POBRES DEL PERU;;CALLE PERCIVAL LOWEL MZ. F LT. 2 URB. VIÑAS DE SAN ANTONIO;LIMA;LIMA;SANTIAGO DE SURCO;GÉNERO / PRODUCCIÓN / VIVIENDA Y SANEAMIENTO
ASOCIACION CIVIL VILLA MILAGRO;;KM. 6.5 CARRETERA CAJAMARCA-JESUS;CAJAMARCA;CAJAMARCA;CAJAMARCA;EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL
ASOCIACION CIVIL WARA;ASOCIACION WARA;JR. LAMAY F-5 URB. LAMAY;CUSCO;CUSCO;WANCHAQ;AMBIENTE / GÉNERO / GOBERNABILIDAD
ASOCIACION CIVIL WIÑAY KAWSAY;WIÑAY KAWSAY;AV. VILLA CORPAC MZ H LTE 8;AREQUIPA;AREQUIPA;CERRO COLORADO;EDUCACIÓN / INCLUSIÓN SOCIAL
ASOCIACION CIVIL, SOCIAL, ECONOMICO Y CULTURAL DE LAS COMUNIDADES CAMPESINAS Y NATIVAS;;José Galvez/Irineo Urrelo;LORETO;ALTO AMAZONAS;LAGUNAS;AMBIENTE
ASOCIACION COMPARTIENDO VIDA Y SALUD;ACOVISA;CALLE PALAS ATENEA 169, URB. LA CAMPIÑA;LIMA;LIMA;CHORRILLOS;AMBIENTE / EDUCACIÓN / GÉNERO / SALUD
ASOCIACION COMPROMISO;;CALLE TAVARA N°458 ;LORETO;MAYNAS;IQUITOS;GÉNERO
ASOCIACION COMUNIDAD CRISTIANA CASA DEL REY JESUS;;Urb. Bella Mar Segunda Etapa Mz. J2 Lote 14;ANCASH;SANTA;NUEVO CHIMBOTE;EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL / SALUD
ASOCIACION COMUNIDAD SABIDURIA ANDANTE PAZ Y BIEN;;MZ. D LOTE 10, CALLE N° 2 AA.HH. CORAZON DE JESUS;CALLAO;CALLAO;VENTANILLA;GÉNERO / SALUD
ASOCIACION COMUNION, PROMOCION, DESARROLLO Y LIBERACION COPRODELI;;AV. GUARDIA  CHALACA 1371;CALLAO;CALLAO;CALLAO;EDUCACIÓN / SALUD
ASOCIACION CON NUEVOS PARADIGMAS DE DESARROLLO SOSTENIBLE;ANUPADESO;CALLE ESTOCOLMO 193 LOS PORTALES DE JAVIER PRADO;LIMA;LIMA;ATE;EDUCACIÓN / INCLUSIÓN SOCIAL
ASOCIACION CONSTRUYENDO EL FUTURO PARA NIÑOS PERUANOS;;CENTRO POBLADO CADMALCA;CAJAMARCA;CHOTA;LAJAS;GÉNERO / INCLUSIÓN SOCIAL
ASOCIACION CONSTRUYENDO FUTURO PERU-CONFUPE;CONFUPE;Jr. Manuel Estacio N°140, piso 2 ;LIMA;LIMA;SAN MIGUEL;AMBIENTE / EDUCACIÓN / PRODUCCIÓN / SALUD
ASOCIACION CORAZON DE LA AMAZONIA NII JUINTI;;JR. RAIMONDI 442 - INTERIOR 02;UCAYALI;CORONEL PORTILLO;CALLERIA;EDUCACIÓN
ASOCIACION CREANDO SUEÑOS;;"JR. DAVALOS 325 - A DPTO ""N""";LIMA;LIMA;BARRANCO;GÉNERO
ASOCIACION CRECER DIGITAL;;JR. UCHUPATA 5058 PARQUE NARANJAL 2DA ETAPA;LIMA;LIMA;LOS OLIVOS;AMBIENTE / EDUCACIÓN / PRODUCCIÓN / SALUD / VIVIENDA Y SANEAMIENTO
ASOCIACION CRECIENDO JUNTOS CJ PERU;;JR. LEONCIO PRADO s/n;HUANUCO;LAURICOCHA;JESUS;AGROPECUARIO / AMBIENTE / CIENCIA Y TECNOLOGÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / PRODUCCIÓN / SALUD / TRANSPORTES Y COMUNICACIONES
ASOCIACION CRISTIANA ERKHETAI;ACER;JR. HERMANOS AYAR MZ. B LOTE 22-A;ICA;PISCO;TUPAC AMARU INCA;CULTURA / EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL / TRABAJO
ASOCIACION CRISTIANA EVANGELICA PARA EL DESARROLLO;ACED;AV. CAMINOS DEL INCA 1669 URB. LAS GARDENIAS;LIMA;LIMA;SANTIAGO DE SURCO;EDUCACIÓN / INCLUSIÓN SOCIAL / JUSTICIA / TRANSPORTES Y COMUNICACIONES
ASOCIACION CRISTIANA FELIPE Y JACOBO;;PASAJE LOS JARDINES MZ. Y LOTE 31;LIMA;LIMA;COMAS;GÉNERO
ASOCIACIÓN CUBANOS TODOS;;Jr. Alfonso Ugarte N°471 ;LIMA;LIMA;MAGDALENA DEL MAR;AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD
ASOCIACION CUENCAS ANDINAS KISWAR;;URB. LOS LICENCIADOS MZ. LL  LOTE 21;AYACUCHO;HUAMANGA;AYACUCHO;AMBIENTE / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL
ASOCIACION CULTURAL AD LIBITUM;;JR. JUAN OLAECHEA ARNAO 1407 URB. ELIO;LIMA;LIMA;LIMA;EDUCACIÓN
ASOCIACION CULTURAL ANGEL DEL FOLKLORE INTERNACIONAL;;CORONEL DEL SOLAR 405 URBANIZACION CERRO SALAVERRY;AREQUIPA;AREQUIPA;SOCABAYA;CULTURA
ASOCIACION CULTURAL ARTESANO;;AV. MIGUEL CARDUCCI KM. 1.5;CAJAMARCA;CAJAMARCA;CAJAMARCA;EDUCACIÓN
ASOCIACION CULTURAL AYLLU YUPAYCHAY;AYLLU YUPAYCHAY;LUCREPATA 100;CUSCO;CUSCO;CUSCO;EDUCACIÓN
ASOCIACION CULTURAL DE DESARROLLO PARA LA PROTECCION DEL MEDIO AMBIENTE;ACUDEPROMA;AV. CENTENARIO 348;UCAYALI;CORONEL PORTILLO;CALLERIA;AMBIENTE / GÉNERO
ASOCIACION CULTURAL DE EMPRENDEDORES PARA UN MUNDO SOSTENIBLE;ACEMOS - RURASHUN;AV. ETERNA PRIMAVERA S/N CARRET. CENTRAL, 2° PISO FERRETEC;HUANUCO;AMBO;AMBO;AMBIENTE / GÉNERO / SALUD
ASOCIACION CULTURAL EXPRESION;;JR. NICOLAS ALCAZAR 412;LIMA;LIMA;PUEBLO LIBRE;EDUCACIÓN
ASOCIACION CULTURAL JOHANNES GUTENBERG;;AV. RENAN ELIAS OLIVERA 257;LIMA;LIMA;EL AGUSTINO;EDUCACIÓN / GÉNERO / SALUD
ASOCIACION CULTURAL KUNTUR WASI;;AV. ELMUSEO S/N C.P KUNTURWASI -;CAJAMARCA;SAN PABLO;SAN PABLO;CULTURA / EDUCACIÓN
ASOCIACION CULTURAL PARA AYUDAR A LA NIÑEZ - PAN;;AV. JAVIER PRADO ESTE 6513 OFICINA 201;LIMA;LIMA;LA MOLINA;GÉNERO
ASOCIACION CULTURAL PARA EL DESARROLLO INTEGRAL PARTICIPATIVO;ACUDIP;CALLE DOMINGO CASANOVA 284;LIMA;LIMA;LINCE;AMBIENTE / EDUCACIÓN
ASOCIACIÓN CULTURAL SPOTLIGHT;;PEDRO SOLARI NRO. 106 / DPTO. 402-C;LIMA;LIMA;BARRANCO;EDUCACIÓN / INCLUSIÓN SOCIAL
ASOCIACION CULTURAL Y EDUCATIVA JATUN NANI;;JR. LOS MOLINOS DE SAN MIGUEL 165, DPTO. 2011, LAS LOMAS;LIMA;LIMA;LA MOLINA;CULTURA / EDUCACIÓN / GÉNERO
ASOCIACION DE ACCION ANDINA;;JR. GARCILAZO DE LA VEGA N 755-A;AYACUCHO;HUAMANGA;AYACUCHO;AGROPECUARIO / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / SALUD
ASOCIACION DE APOYO A LA PRODUCCION CAPRINA;PRO - CABRA;PROLONG. 3 DE OCTUBRE N° 115 P.J. EL PROGRESO;LIMA;LIMA;CARABAYLLO;AMBIENTE / VIVIENDA Y SANEAMIENTO
ASOCIACION DE APOYO Y PROMOCION DEL EXCEPCIONAL YANCANA HUASY;;CALLE 12 S/N ALTURA PARADERO 01 PUEBLO JOVEN HUASCAR;LIMA;LIMA;SAN JUAN DE LURIGANCHO;GÉNERO
ASOCIACIÓN DE ARTE Y CULTURA PARA LA INTEGRACIÓN SENDAS;;AVENIDA ALAMEDA SUR Mz. B2 LT 15 AURB. LOS INCAS;LIMA;LIMA;CHORRILLOS;INCLUSIÓN SOCIAL
"ASOCIACION DE ARTESAN@S DE CONTUMAZA ""ARTE DE RUECA Y CROCHET""";;AV. EL QUIQUE S/N;CAJAMARCA;CONTUMAZA;CONTUMAZA;PRODUCCIÓN
ASOCIACION DE AYUDA AL NIÑO QUEMADO;ANIQUEM;JR. SANTO DOMINGO 255;LIMA;LIMA;JESUS MARIA;EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL / SALUD
ASOCIACION DE COMUNICADORES SOCIALES CALANDRIA;;CALLE TACNA 1144 , INTERIOR 103;LIMA;LIMA;MAGDALENA DEL MAR;EDUCACIÓN / GÉNERO / JUSTICIA / TRANSPORTES Y COMUNICACIONES
ASOCIACION DE COMUNIDADES AGRO INDUSTRIALES Y FORESTALES BAMBU - UCAYALI;AGROFORES UCAYALI;JR. LOS MANGOS 810 - SAN FERNANDO;UCAYALI;CORONEL PORTILLO;MANANTAY;PRODUCCIÓN
ASOCIACION DE COMUNIDADES ASHANINKA DEL VALLE DEL PICHIS, APATYAWAKA NAMPITZI ASHANINKA PICHIS;ANAP;AV.POMAROSA S/N PUERTO BERMUDEZ;PASCO;OXAPAMPA;PUERTO BERMUDEZ;GÉNERO
ASOCIACION DE CONSERVACION DE AGUAJALES Y RENACALES DEL ALTO MAYO;ADECARAM;JR. 20 DEABRIL 1092;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;AMBIENTE
ASOCIACION DE CONSERVACION ECOLOGICA TUMBES SILVESTRE;ASCETUS;BLOCK 13, DPTO. 202 - URB. HEROES DEL CENEPA;TUMBES;TUMBES;TUMBES;AMBIENTE / EDUCACIÓN
Asociación de Conservacionistas y Propulsores del Desarrollo de la Comunidad de Alto Llallahua – Patalaca;ACPDECALL;Caserio Patalaca, Localidad Alto LLallahua ;PUNO;CHUCUITO;PISACOMA;AMBIENTE
